q_inverse_angstroms,debye,propo{e=0.380}_VancomycinLacticAcid,propo{e=0.380}_VancomycinLacticAcid_relDiffDebye,propo{e=0.390}_VancomycinLacticAcid,propo{e=0.390}_VancomycinLacticAcid_relDiffDebye,propo{e=0.400}_VancomycinLacticAcid,propo{e=0.400}_VancomycinLacticAcid_relDiffDebye,propo{e=0.410}_VancomycinLacticAcid,propo{e=0.410}_VancomycinLacticAcid_relDiffDebye,propo{e=0.420}_VancomycinLacticAcid,propo{e=0.420}_VancomycinLacticAcid_relDiffDebye,propo{e=0.430}_VancomycinLacticAcid,propo{e=0.430}_VancomycinLacticAcid_relDiffDebye,propo{e=0.440}_VancomycinLacticAcid,propo{e=0.440}_VancomycinLacticAcid_relDiffDebye,propo{e=0.450}_VancomycinLacticAcid,propo{e=0.450}_VancomycinLacticAcid_relDiffDebye,strat{s=0.15}_VancomycinLacticAcid,strat{s=0.15}_VancomycinLacticAcid_relDiffDebye,strat{s=0.20}_VancomycinLacticAcid,strat{s=0.20}_VancomycinLacticAcid_relDiffDebye,strat{s=0.25}_VancomycinLacticAcid,strat{s=0.25}_VancomycinLacticAcid_relDiffDebye,strat{s=0.30}_VancomycinLacticAcid,strat{s=0.30}_VancomycinLacticAcid_relDiffDebye,strat{s=0.35}_VancomycinLacticAcid,strat{s=0.35}_VancomycinLacticAcid_relDiffDebye,strat{s=0.40}_VancomycinLacticAcid,strat{s=0.40}_VancomycinLacticAcid_relDiffDebye,strat{s=0.45}_VancomycinLacticAcid,strat{s=0.45}_VancomycinLacticAcid_relDiffDebye,strat{s=0.50}_VancomycinLacticAcid,strat{s=0.50}_VancomycinLacticAcid_relDiffDebye
0.2,29.142765,35.190135,20.7508450210541,34.282988,17.638075865484975,33.490036,14.917153537078596,32.697891,12.199000335074581,32.019599,9.87152042711115,31.229124,7.159097635382222,30.55237,4.836895195085296,29.98901,2.903791043849133,31.357931,7.60108383676017,26.001179,10.779986044563719,27.465265,5.756145650558558,28.622672,1.7846384857442295,27.353379,6.140069413454764,27.370087,6.082737859636857,29.277806000000002,0.46337744548261317,27.422325,5.903489253679258
0.22,21.673078,26.322291,21.4515584726821,25.652411,18.360719229635958,25.067067,15.659930721423146,24.48253,12.962865726778633,23.982189,10.65428270040832,23.399322,7.964923117980756,22.900518,5.663431839261602,22.485449,3.7482954659232015,24.716071,14.040428406154396,20.399414,5.876710266995764,21.260344,1.9043626382925414,22.338347,3.069564000092643,21.355122,1.4670551178748068,21.068823,2.788044227035966,23.167324,6.894479870371899,21.354151,1.4715353306069336
0.24,15.969194,19.530126,22.2987584720932,19.041976,19.241935441450572,18.615646,16.57223276265541,18.190124,13.90758982576078,17.82608,11.627925617285388,17.402227,8.973734053202685,17.03972,6.703694626040608,16.738233,4.815765905279886,19.47236,21.937024498543874,16.058322,0.5581245991500919,16.379593,2.5699418517928954,17.357922,8.696293626340807,16.614655,4.041913449107069,16.179741,1.318457274675228,18.273501,14.429701336210204,16.615293,4.045908641350348
0.26,11.690072,14.414543,23.305853034951358,14.063265,20.30092714570106,13.756698,17.678471099237022,13.450938,15.062918346439611,13.189548,12.826918431297937,12.885458,10.225651304799484,12.625605,8.002799298413214,12.409663,6.155573721017282,15.41346,31.850856008414656,12.770544,9.242646238620246,12.589279,7.69205698647535,13.461444,15.152789478114414,12.902281,10.369559742660265,12.434702,6.369764018562067,14.373896,22.95814773424834,12.960623,10.868632802261605
0.28,8.554772,10.647849,24.466777139121895,10.397352,21.538621952753388,10.178969,18.985859588075527,9.961392,16.442518865494023,9.775588,14.270584885254697,9.559681,11.746765431036616,9.375415,9.592809720703258,9.22246,7.804860258110913,12.325933,44.082542468694655,10.339698,20.864682308306996,9.710891,13.514316921596512,10.463619,22.313242246549642,10.045002,17.41986811571367,9.616747,12.413831718717931,11.309149,32.1969656233971,10.194018,19.161773101609253
0.3,6.319975,7.946466,25.735718891293075,7.768247,22.915786850422656,7.613106,20.461014481861078,7.458773,18.019026973999097,7.327177,15.936803547482379,7.174513,13.521224371931847,7.044455,11.463336484717104,6.936674,9.757934169043384,10.001443,58.251306373838496,8.5605,35.45148517201412,7.589664,20.09009529309846,8.19729,29.70446876767709,7.89535,24.92691822356891,7.542485,19.34358917559009,8.947795,41.57959485599229,8.145484,28.88475033524657
0.32,4.77137,6.059895,27.005346472815983,5.932153,24.328086063331902,5.821179,22.002255117502934,5.711013,19.69335851128712,5.617275,17.728765532750554,5.508778,15.454848397839621,5.416578,13.52248934792314,5.340345,11.924772130436331,8.252941,72.96795260061575,7.237238,51.68050266485306,6.072521,27.269966487612567,6.509104,36.42002192242479,6.313869,32.328220196714994,6.045896,26.711950655681697,7.162131,50.10638453945092,6.657269,39.52531453230414
0.34,3.724984,4.772342,28.11711406008724,4.679049,25.6125932352998,4.598219,23.44265102883664,4.518197,21.29440019071222,4.450295,19.471519877669262,4.371943,17.368101446878693,4.305579,15.58650990178749,4.250877,14.117993526952061,6.932274,86.10211480103001,6.218276,66.93430092585632,5.006701,34.40865786269148,5.265396,41.35351990773651,5.169653,38.78322698835754,4.975216,33.56341933280786,5.824893,56.37363811495567,5.583964,49.90571771583448
0.36,3.02926,3.9059720000000002,28.941457649723052,3.835859,26.626931989990965,3.775312,24.62819302403888,3.715573,22.65612723899567,3.665057,20.98852525039119,3.606987,19.071555429378805,3.558009,17.45472491631621,3.517795,16.127205984299803,5.936487,95.97152439869802,5.415602,78.77640083716815,4.253959,40.42898265583015,4.358179,43.86942685672409,4.349521,43.58361448010407,4.200817,38.674692829271834,4.820219,59.12199679129556,4.800222,58.461868575163564
0.38,2.564096,3.320347,29.49386450429312,3.265903,27.37054306859024,3.219067,25.543934392472035,3.173037,23.748759796825066,3.134273,22.2369599266174,3.089913,20.506915497703673,3.052687,19.055097781050318,3.022266,17.868675743809902,5.198297,102.7341019993011,4.794343,86.97985566843049,3.707371,44.587839144868205,3.70433,44.46923984125399,3.76447,46.81470584564696,3.624706,41.363895891573485,4.056096,58.188148961661334,4.2075379999999996,64.0944020816693
0.4,2.23888,2.909772,29.96551847352247,2.866314,28.024458657900382,2.829089,26.361796969913538,2.792672,24.735224755234764,2.762146,23.37177517330094,2.727399,21.819793825484176,2.698411,20.525039305366978,2.674856,19.47295076109484,4.667362,108.46860930465232,4.341038,93.89328592867864,3.299576,47.37618809404703,3.239059,44.673184806689065,3.348541,49.56321910955478,3.18331,42.18314514400058,3.468951,54.94135460587437,3.735838,66.86191309940685
0.42,1.991806,2.601487,30.609456945104096,2.566278,28.841764710016943,2.53627,27.33519228278256,2.50707,25.869186055268443,2.482731,24.647229700081226,2.455201,23.265066979414673,2.4324,22.120326979635564,2.414,21.196542233530785,4.294372,115.60192107062636,4.033217,102.49045338752869,2.998609,50.54724205068165,2.90972,46.084508230219214,3.052626,53.259202954504616,2.841329,42.650890699194605,3.018918,51.566869464194824,3.34054,67.71412476917932
0.44,1.789014,2.353949,31.578008892048913,2.325362,29.980089591249705,2.30115,28.62671840466311,2.277746,27.31851176122713,2.258374,26.235680659849493,2.236639,25.020765628441122,2.218805,24.02390366984272,2.204545,23.226816559289073,4.026497,125.06794245321724,3.8285,114.00056120298667,2.794746,56.21711177218288,2.67437,49.4884891901349,2.838661,58.67181587175953,2.580424,44.2372167014903,2.680338,49.82208076627683,2.997663,67.55950484456802
0.46,1.619805,2.151528,32.82635872836545,2.128357,31.395877898882883,2.108884,30.19369615478408,2.090218,29.041335222449625,2.074908,28.09615972292963,2.057913,27.046959356218814,2.044141,26.1967335574344,2.033265,25.52529471140046,3.814177,135.47136846719204,3.675398,126.9037322393745,2.68519,65.77242322378312,2.504065,54.59052169859954,2.677354,65.2886612894762,2.38869,47.4677507477752,2.433343,50.224440596244605,2.698523,66.59554699485432
0.48,1.486416,1.99372,34.12934198770735,1.974771,32.85453062937967,1.958993,31.793051205046236,1.944021,30.78579617011658,1.931878,29.968864705439124,1.918577,29.074027728442108,1.907972,28.360566624686495,1.899735,27.806414893273484,3.622117,143.68124401244336,3.533202,137.69940581909773,2.662598,79.1287230492675,2.383936,60.38148136187984,2.548598,71.45926846858485,2.254883,51.69932239696021,2.259653,52.020228522836156,2.443937,64.4181036802618
0.5,1.391606,1.881827,35.22699672177326,1.865873,34.08055153542023,1.852714,33.13495342790992,1.840362,32.247345872323066,1.830464,31.536081333365928,1.819782,30.76847900914484,1.811423,30.16780611753615,1.805057,29.71034904994661,3.436128,146.91816505533896,3.384855,143.23371701472976,2.71019,94.75268143425653,2.30911,65.9313052688764,2.441627,75.45390002630056,2.167506,55.75572396209847,2.142152,53.93380022793808,2.237762,60.80427937217864
