q_inverse_angstroms,debye,propo{e=0.380}_Gb1v29Sem,propo{e=0.380}_Gb1v29Sem_relDiffDebye,propo{e=0.390}_Gb1v29Sem,propo{e=0.390}_Gb1v29Sem_relDiffDebye,propo{e=0.400}_Gb1v29Sem,propo{e=0.400}_Gb1v29Sem_relDiffDebye,propo{e=0.410}_Gb1v29Sem,propo{e=0.410}_Gb1v29Sem_relDiffDebye,propo{e=0.420}_Gb1v29Sem,propo{e=0.420}_Gb1v29Sem_relDiffDebye,propo{e=0.430}_Gb1v29Sem,propo{e=0.430}_Gb1v29Sem_relDiffDebye,propo{e=0.440}_Gb1v29Sem,propo{e=0.440}_Gb1v29Sem_relDiffDebye,propo{e=0.450}_Gb1v29Sem,propo{e=0.450}_Gb1v29Sem_relDiffDebye,strat{s=0.15}_Gb1v29Sem,strat{s=0.15}_Gb1v29Sem_relDiffDebye,strat{s=0.20}_Gb1v29Sem,strat{s=0.20}_Gb1v29Sem_relDiffDebye,strat{s=0.25}_Gb1v29Sem,strat{s=0.25}_Gb1v29Sem_relDiffDebye,strat{s=0.30}_Gb1v29Sem,strat{s=0.30}_Gb1v29Sem_relDiffDebye,strat{s=0.35}_Gb1v29Sem,strat{s=0.35}_Gb1v29Sem_relDiffDebye,strat{s=0.40}_Gb1v29Sem,strat{s=0.40}_Gb1v29Sem_relDiffDebye,strat{s=0.45}_Gb1v29Sem,strat{s=0.45}_Gb1v29Sem_relDiffDebye,strat{s=0.50}_Gb1v29Sem,strat{s=0.50}_Gb1v29Sem_relDiffDebye
0.2,4.984741,1.770529,64.48102318656075,1.734579,65.20222414765381,1.701282,65.87020268455271,1.670603,66.48566094005687,1.640172,67.09614401229673,1.612318,67.65492931327826,1.586999,68.16285941436074,1.561899,68.6663961076413,0.328011,93.4196982350738,0.333129,93.3170248965794,0.333715,93.30526901999522,0.301326,93.95503196655555,0.323286,93.51448751299213,0.32005,93.57940563010195,0.301033,93.96090990484761,0.323525,93.50969288073343
0.22,3.797919,1.40475,63.01263929009544,1.378342,63.7079674421703,1.353951,64.35018756324186,1.331542,64.9402212106156,1.30938,65.52375129643366,1.28916,66.05614811690296,1.270839,66.53854387099882,1.252736,67.01519963959211,0.266916,92.9720460073003,0.273185,92.80698192878783,0.267488,92.9569851279082,0.248922,93.4458317831423,0.266901,92.97244096043123,0.252944,93.33993168364044,0.236861,93.76340043060424,0.258328,93.19816983985176
0.24,2.763399,1.082711,60.81959210378234,1.064704,61.47121714960453,1.048155,62.070081084924766,1.033026,62.6175590278494,1.018146,63.15602632844551,1.004646,63.644555129389566,0.992486,64.0845929234251,0.980544,64.51674188200836,0.21223,92.31996537597358,0.214831,92.22584216032503,0.207287,92.49883929175627,0.200491,92.74476830888338,0.212457,92.311750854654,0.194327,92.96782694066256,0.180196,93.47918993963593,0.197077,92.86831181454433
0.26,1.878495,0.802341,57.2880949909369,0.791648,57.85732727529219,0.781925,58.37492247783466,0.773135,58.84285026044787,0.764593,59.29757598503057,0.756945,59.70471041977754,0.750148,60.066542631202104,0.74357,60.41671657364006,0.160401,91.4611963300408,0.15867,91.55334456572947,0.151742,91.92215044490403,0.152975,91.85651279348626,0.158738,91.54972464659208,0.141864,92.44799693371556,0.129167,93.12391036441406,0.140416,92.52507991770007
0.28,1.199746,0.582277,51.46664377293193,0.577325,51.87939780586891,0.57296,52.24322481591936,0.569145,52.561208789193714,0.565579,52.858438369454866,0.562523,53.113158951978164,0.559936,53.328787926777835,0.557568,53.52616303784301,0.114599,90.44806150635219,0.110162,90.8178897866715,0.104538,91.2866556754513,0.109705,90.85598118268368,0.110781,90.76629553255438,0.09807,91.82576978793844,0.086871,92.75921736767616,0.093604,92.19801524656052
0.3,0.75019,0.432186,42.3897945853717,0.43115,42.52789293379011,0.430439,42.62266892387262,0.430018,42.67878804036311,0.429845,42.701848864954215,0.429922,42.69158479851771,0.430206,42.65372772231035,0.430709,42.586678041562806,0.07877,89.4999933350218,0.073504,90.20194883962729,0.068868,90.81992561884323,0.074688,90.04412215572056,0.073457,90.20821391914049,0.065206,91.30806862261561,0.055902,92.548287767099,0.060259,91.96750156626989
0.32,0.494354,0.343552,30.504860889160394,0.344828,30.24674625875385,0.346275,29.954041031325733,0.347858,29.633825153634845,0.349689,29.26344279605303,0.351615,28.873843440125903,0.353595,28.473320737770912,0.355794,28.02849779712514,0.05425,89.02608252385942,0.049196,90.04842683583018,0.044993,90.89862729946556,0.049648,89.95699438054513,0.048216,90.24666534507661,0.043093,91.28296726637187,0.036011,92.71554392196684,0.039895,91.92987211593311
0.34,0.363244,0.296364,18.411866403849753,0.29887,17.721972007796406,0.301466,17.00730087764698,0.304116,16.2777637070399,0.307014,15.479952869145809,0.309925,14.678563169660064,0.312808,13.884881787448666,0.315909,13.031185649315615,0.039373,89.16072942705179,0.034761,90.43039940095363,0.030653,91.56131966391737,0.033802,90.69440926759974,0.033124,90.88106066445695,0.02951,91.87598418693771,0.024591,93.23017035381177,0.028877,92.05024721674687
0.36,0.292421,0.270705,7.426279234391515,0.273881,6.340173927317122,0.277102,5.238679848574478,0.280332,4.13410801549819,0.28381,2.944726951894693,0.287257,1.7659470421070997,0.29063,0.6124731123961642,0.294222,0.6158928394335554,0.030937,89.42039046443313,0.026752,90.85154622957997,0.022728,92.22764438942482,0.025031,91.4400812527144,0.0247,91.55327421765195,0.021669,92.58979348268421,0.018391,93.71078000553996,0.022863,92.18147807442008
0.38,0.244653,0.254252,3.923516163709404,0.257857,5.397031714305565,0.261479,6.877495881922563,0.265081,8.349785205985622,0.268931,9.923442590117418,0.272721,11.472575443587441,0.276409,12.980016594932417,0.280316,14.57697228319293,0.02596,89.38905306699692,0.02236,90.8605249067046,0.018648,92.37777587031428,0.021067,91.38902854246626,0.019809,91.90322620200855,0.017375,92.89810466252202,0.014926,93.89911425570094,0.018776,92.32545687156912
0.4,0.209676,0.242854,15.823460958812637,0.246756,17.684427402277798,0.250655,19.543963066826922,0.254515,21.384898605467477,0.258622,23.343634941528844,0.26265,25.26469409946775,0.266557,27.128045174459636,0.270682,29.095366184017234,0.02264,89.20238844693719,0.019944,90.4881817661535,0.016864,91.95711478662318,0.020053,90.43619679887063,0.0166,92.08302333123486,0.015315,92.69587363360614,0.012904,93.84574295579847,0.015393,92.65867338178904
0.42,0.190286,0.236653,24.367005454946757,0.240717,26.50273798387689,0.244767,28.631113166496746,0.248767,30.73321211229411,0.253015,32.96564119273093,0.257172,35.15024752215087,0.261197,37.26548458635948,0.265441,39.49581156785048,0.020341,89.31030133588388,0.018741,90.15114091420283,0.016552,91.30151456229044,0.020563,89.19363484439212,0.014412,92.42613749829204,0.014723,92.2626993052563,0.011859,93.76780215044722,0.012763,93.29272778869702
0.44,0.188413,0.235861,25.18297569700604,0.239946,27.35108511620748,0.244015,29.510702552371658,0.248033,31.64325179260455,0.252298,33.90689602097521,0.256472,36.122242095821406,0.260512,38.26646781273056,0.264771,40.526927547462215,0.019012,89.9094011559712,0.01835,90.26075695413797,0.017122,90.91251665224799,0.021475,88.60216651717239,0.013152,93.01958994336908,0.014951,92.06477260061673,0.011581,93.85339652784043,0.011241,94.03385116738228
0.46,0.199237,0.238824,19.869301384782954,0.242832,21.880975923146803,0.246829,23.887129398655873,0.250779,25.86969287833082,0.254978,27.977233144446057,0.25909,30.04110682252794,0.263074,32.04073540557225,0.267276,34.149781416102435,0.01861,90.65936547930353,0.018433,90.74820439978518,0.017961,90.9851081877362,0.021973,88.97142599015243,0.012745,93.60309581051712,0.015327,92.30715178405617,0.011785,94.0849340232989,0.01084,94.55924351400594
0.48,0.213223,0.242547,13.752737744052009,0.246458,15.586967634823642,0.250364,17.41885256280982,0.254231,19.23244678106958,0.258345,21.161882160930105,0.26238,23.05426712878067,0.266292,24.88896601210938,0.270423,26.82637426544042,0.01886,91.15480037331808,0.018678,91.24015701870812,0.018501,91.32316870131272,0.021643,89.84959408694183,0.012911,93.94483709543529,0.015291,92.82863480956557,0.012102,94.32425207411958,0.011134,94.77823686938088
0.5,0.221305,0.244278,10.380696324077627,0.248143,12.127154831567294,0.252007,13.873161473983858,0.255835,15.602900973769222,0.25991,17.444251146607613,0.263908,19.250807708818137,0.267787,21.003592327331056,0.271885,22.855335396850492,0.01934,91.26092948645534,0.018882,91.46788368993019,0.018406,91.68297146472064,0.020516,90.72953616050246,0.013259,94.00872099591062,0.014607,93.3996068773864,0.012237,94.47052710060775,0.011536,94.78728451684327
