q_inverse_angstroms,debye,propo{e=0.380}_VancomycinLacticAcid,propo{e=0.380}_VancomycinLacticAcid_relDiffDebye,propo{e=0.390}_VancomycinLacticAcid,propo{e=0.390}_VancomycinLacticAcid_relDiffDebye,propo{e=0.400}_VancomycinLacticAcid,propo{e=0.400}_VancomycinLacticAcid_relDiffDebye,propo{e=0.410}_VancomycinLacticAcid,propo{e=0.410}_VancomycinLacticAcid_relDiffDebye,propo{e=0.420}_VancomycinLacticAcid,propo{e=0.420}_VancomycinLacticAcid_relDiffDebye,propo{e=0.430}_VancomycinLacticAcid,propo{e=0.430}_VancomycinLacticAcid_relDiffDebye,propo{e=0.440}_VancomycinLacticAcid,propo{e=0.440}_VancomycinLacticAcid_relDiffDebye,propo{e=0.450}_VancomycinLacticAcid,propo{e=0.450}_VancomycinLacticAcid_relDiffDebye,strat{s=0.15}_VancomycinLacticAcid,strat{s=0.15}_VancomycinLacticAcid_relDiffDebye,strat{s=0.20}_VancomycinLacticAcid,strat{s=0.20}_VancomycinLacticAcid_relDiffDebye,strat{s=0.25}_VancomycinLacticAcid,strat{s=0.25}_VancomycinLacticAcid_relDiffDebye,strat{s=0.30}_VancomycinLacticAcid,strat{s=0.30}_VancomycinLacticAcid_relDiffDebye,strat{s=0.35}_VancomycinLacticAcid,strat{s=0.35}_VancomycinLacticAcid_relDiffDebye,strat{s=0.40}_VancomycinLacticAcid,strat{s=0.40}_VancomycinLacticAcid_relDiffDebye,strat{s=0.45}_VancomycinLacticAcid,strat{s=0.45}_VancomycinLacticAcid_relDiffDebye,strat{s=0.50}_VancomycinLacticAcid,strat{s=0.50}_VancomycinLacticAcid_relDiffDebye
0.2,29.142765,35.190135,20.7508450210541,34.282988,17.638075865484975,33.490036,14.917153537078596,32.697891,12.199000335074581,32.019599,9.87152042711115,31.229124,7.159097635382222,30.55237,4.836895195085296,29.98901,2.903791043849133,29.583108,1.5109856597340665,31.628025,8.527879904326168,26.483802,9.123921494751784,25.422854,12.764440848354642,28.555151,2.016328924177243,27.825679,4.519427034462926,28.541721,2.0624124032156925,27.818031,4.545670254692715
0.22,21.673078,26.322291,21.4515584726821,25.652411,18.360719229635958,25.067067,15.659930721423146,24.48253,12.962865726778633,23.982189,10.65428270040832,23.399322,7.964923117980756,22.900518,5.663431839261602,22.485449,3.7482954659232015,23.280352,7.415993242861029,24.959741,15.164726486934624,20.994189,3.1324069428440278,20.002192,7.709500238037252,22.391289,3.313839409427679,22.074642,1.852824042805551,22.540734,4.003381522458417,21.754621,0.37624097509361576
0.24,15.969194,19.530126,22.2987584720932,19.041976,19.241935441450572,18.615646,16.57223276265541,18.190124,13.90758982576078,17.82608,11.627925617285388,17.402227,8.973734053202685,17.03972,6.703694626040608,16.738233,4.815765905279886,18.218742,14.086797367481408,19.601503,22.745725300851134,16.643335,4.221509238349791,15.812197,0.9831241326268595,17.505556,9.620786121077863,17.470855,9.403486487796444,17.736444,11.066619893277013,17.023917,6.604735342309706
0.26,11.690072,14.414543,23.305853034951358,14.063265,20.30092714570106,13.756698,17.678471099237022,13.450938,15.062918346439611,13.189548,12.826918431297937,12.885458,10.225651304799484,12.625605,8.002799298413214,12.409663,6.155573721017282,14.198635,21.458918302641752,15.343547,31.252801522522688,13.173215,12.68720158438716,12.63439,8.077948536159564,13.664104,16.88639727796372,13.801354,18.060470457324808,13.918004,19.058325731441165,13.375642,14.418816239968397
0.28,8.554772,10.647849,24.466777139121895,10.397352,21.538621952753388,10.178969,18.985859588075527,9.961392,16.442518865494023,9.775588,14.270584885254697,9.559681,11.746765431036616,9.375415,9.592809720703258,9.22246,7.804860258110913,11.05758,29.256279419252785,12.004766,40.328298638467516,10.426375,21.87788289389829,10.276046,20.120629749103767,10.675346,24.78820008294785,10.923911,27.693771382802495,10.931321,27.780389705301328,10.602919,23.941573194469708
0.3,6.319975,7.946466,25.735718891293075,7.768247,22.915786850422656,7.613106,20.461014481861078,7.458773,18.019026973999097,7.327177,15.936803547482379,7.174513,13.521224371931847,7.044455,11.463336484717104,6.936674,9.757934169043384,8.644934,36.78747146942826,9.421853,49.080542248980414,8.294736,31.246341955466594,8.540307,35.131974414455755,8.374245,32.50440072943326,8.721715,38.002365515686364,8.6413,36.72997124197483,8.520223,34.81418834726402
0.32,4.77137,6.059895,27.005346472815983,5.932153,24.328086063331902,5.821179,22.002255117502934,5.711013,19.69335851128712,5.617275,17.728765532750554,5.508778,15.454848397839621,5.416578,13.52248934792314,5.340345,11.924772130436331,6.815539,42.842391179053394,7.444827,56.03122373657881,6.679652,39.99442508126596,7.235087,51.635421273135385,6.617433,38.690418056030026,7.076829,48.3185961264794,6.912783,44.88046410150544,6.955191,45.769265431102596
0.34,3.724984,4.772342,28.11711406008724,4.679049,25.6125932352998,4.598219,23.44265102883664,4.518197,21.29440019071222,4.450295,19.471519877669262,4.371943,17.368101446878693,4.305579,15.58650990178749,4.250877,14.117993526952061,5.4406,46.05700319786608,5.941183,59.49553071905811,5.478444,47.072953870405875,6.204254,66.5578697787695,5.286947,41.93207272836607,5.868224,57.53689143362762,5.614693,50.73066085652985,5.757886,54.57478475075329
0.36,3.02926,3.9059720000000002,28.941457649723052,3.835859,26.626931989990965,3.775312,24.62819302403888,3.715573,22.65612723899567,3.665057,20.98852525039119,3.606987,19.071555429378805,3.558009,17.45472491631621,3.517795,16.127205984299803,4.420329,45.921083036781255,4.8024,58.53376732271247,4.592013,51.58860579811571,5.351439,76.65829278437639,4.29247,41.700283237490346,4.983492,64.5118609825502,4.635061,53.00967893148824,4.815902,58.9794867393357
0.38,2.564096,3.320347,29.49386450429312,3.265903,27.37054306859024,3.219067,25.543934392472035,3.173037,23.748759796825066,3.134273,22.2369599266174,3.089913,20.506915497703673,3.052687,19.055097781050318,3.022266,17.868675743809902,3.684904,43.71162390175718,3.946114,53.89883998103034,3.938373,53.59694020816692,4.637801,80.87470203923719,3.565827,39.06760901307907,4.330202,68.87831032847443,3.891594,51.77255453773961,4.06099,58.37901545027956
0.4,2.23888,2.909772,29.96551847352247,2.866314,28.024458657900382,2.829089,26.361796969913538,2.792672,24.735224755234764,2.762146,23.37177517330094,2.727399,21.819793825484176,2.698411,20.525039305366978,2.674856,19.47295076109484,3.182372,42.141249196026585,3.312014,47.93173372400486,3.459587,54.5231097691703,4.056888,81.20167226470377,3.050252,36.24008432787822,3.839614,71.49708782962911,3.330267,48.747007432287575,3.460943,54.583675766454654
0.42,1.991806,2.601487,30.609456945104096,2.566278,28.841764710016943,2.53627,27.33519228278256,2.50707,25.869186055268443,2.482731,24.647229700081226,2.455201,23.265066979414673,2.4324,22.120326979635564,2.414,21.196542233530785,2.863345,43.75621923018607,2.854341,43.30416717290739,3.118603,56.57162394329568,3.605001,80.99157247241952,2.692143,35.16090422460823,3.46386,73.90549079579036,2.914786,46.338850269554364,3.001442,50.689474778166144
0.44,1.789014,2.353949,31.578008892048913,2.325362,29.980089591249705,2.30115,28.62671840466311,2.277746,27.31851176122713,2.258374,26.235680659849493,2.236639,25.020765628441122,2.218805,24.02390366984272,2.204545,23.226816559289073,2.674297,49.484408730172035,2.535364,41.71851086687973,2.890352,61.561172802448716,3.265148,82.51103680574884,2.440869,36.43655108344597,3.171339,77.26742216662362,2.615174,46.17962743723638,2.668527,49.16188470297046
0.46,1.619805,2.151528,32.82635872836545,2.128357,31.395877898882883,2.108884,30.19369615478408,2.090218,29.041335222449625,2.074908,28.09615972292963,2.057913,27.046959356218814,2.044141,26.1967335574344,2.033265,25.52529471140046,2.56373,58.2739897703736,2.322314,43.369973546198466,2.753807,70.00855041193232,3.009994,85.82446652529163,2.255416,39.239970243331754,2.943284,81.7060695577554,2.402094,48.295257762508456,2.440402,50.66023379357394
0.48,1.486416,1.99372,34.12934198770735,1.974771,32.85453062937967,1.958993,31.793051205046236,1.944021,30.78579617011658,1.931878,29.968864705439124,1.918577,29.074027728442108,1.907972,28.360566624686495,1.899735,27.806414893273484,2.494977,67.85186650305164,2.187387,47.15846707785709,2.688721,80.8861718388392,2.815325,89.40357208210892,2.111291,42.03903886933403,2.770789,86.40737182592223,2.247869,51.22744911249612,2.290012,54.06265809840583
0.5,1.391606,1.881827,35.22699672177326,1.865873,34.08055153542023,1.852714,33.13495342790992,1.840362,32.247345872323066,1.830464,31.536081333365928,1.819782,30.76847900914484,1.811423,30.16780611753615,1.805057,29.71034904994661,2.454216,76.35853826442258,2.10874,51.53283328758285,2.676271,92.31528176797168,2.670273,91.88426896693461,2.001187,43.80413709052706,2.650212,90.44269714272573,2.130533,53.098865627196204,2.193012,57.58857032809574
